Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2017-09-18 13:34:21,false,"Pittsburgh Running","3.29","388","00:32:25","--","--","--","163","169","9:50","9:15","13","11","1.00","0.0","0.0","0.0","0.0","0.0","32:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-17 11:08:59,false,"Pittsburgh Running","3.50","419","00:33:19","--","--","--","162","169","9:31","0:37","127","128","0.96","0.0","0.0","0.0","0.0","0.0","33:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-16 16:01:41,false,"Pittsburgh Running","3.23","390","00:30:11","--","--","--","160","167","9:21","2:22","56","53","1.08","0.0","0.0","0.0","0.0","0.0","30:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-14 09:49:21,false,"Pittsburgh Running","4.08","494","00:40:17","--","--","--","162","170","9:52","1:37","30","20","1.01","0.0","0.0","0.0","0.0","0.0","40:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-14 09:49:00,false,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal","0.00","435","00:40:00","--","--","--","--","--","--","0:26","--","--","0.00","0.0","0.0","0.0","0.0","0.0","40:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-09-13 09:47:36,false,"Pittsburgh Running","3.41","412","00:34:05","--","--","--","160","170","10:00","1:31","51","40","1.01","0.0","0.0","0.0","0.0","0.0","34:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-12 08:56:55,false,"Pittsburgh Running","2.92","353","00:29:42","--","--","--","160","167","10:11","4:40","39","30","0.99","0.0","0.0","0.0","0.0","0.0","29:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-11 15:27:58,false,"Pittsburgh Running","3.42","406","00:33:41","--","--","--","157","167","9:51","3:05","66","59","1.04","0.0","0.0","0.0","0.0","0.0","33:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-10 09:49:10,false,"Pittsburgh Running","3.40","395","00:33:26","--","--","--","160","167","9:50","1:37","22","14","1.02","0.0","0.0","0.0","0.0","0.0","33:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-08 17:11:29,false,"Pittsburgh Running","2.90","351","00:30:29","--","--","--","159","216","10:30","6:22","22","21","0.97","0.0","0.0","0.0","0.0","0.0","30:29","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-07 10:29:31,false,"Pittsburgh Running","3.10","361","00:31:08","--","--","--","160","168","10:03","2:35","15","7","0.99","0.0","0.0","0.0","0.0","0.0","31:08","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-07 10:29:00,false,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal","0.00","329","00:30:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","30:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-06 10:04:09,false,"Pittsburgh Running","2.81","343","00:28:05","--","--","--","157","199","10:00","2:06","39","28","1.03","0.0","0.0","0.0","0.0","0.0","28:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-05 11:51:10,false,"Pittsburgh Running","2.34","280","00:23:33","--","--","--","156","166","10:04","5:54","11","7","1.03","0.0","0.0","0.0","0.0","0.0","23:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-03 13:42:10,false,"Pittsburgh Running","2.80","361","00:28:46","--","--","--","159","172","10:16","0:36","15","10","1.08","0.0","0.0","0.0","0.0","0.0","28:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-03 13:42:00,false,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal","0.00","317","00:29:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","29:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-02 10:00:28,false,"Pittsburgh Running","2.80","381","00:28:52","--","--","--","157","169","10:19","3:55","38","35","1.07","0.0","0.0","0.0","0.0","0.0","28:52","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-02 10:00:00,false,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal","0.00","319","00:29:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","29:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-02 10:00:00,false,"Running (jogging), 6 mph (10 min mile) - MyFitnessPal","0.00","319","00:29:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","29:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-01 09:13:37,false,"Pittsburgh Running","2.38","297","00:23:30","--","--","--","158","167","9:53","1:17","24","16","1.03","0.0","0.0","0.0","0.0","0.0","23:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-31 09:25:20,false,"Pittsburgh Running","2.27","282","00:21:18","--","--","--","158","169","9:23","4:40","32","26","1.09","0.0","0.0","0.0","0.0","0.0","21:18","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-30 10:33:09,false,"Pittsburgh Running","2.22","269","00:22:48","--","--","--","155","172","10:15","5:21","22","10","1.01","0.0","0.0","0.0","0.0","0.0","22:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-27 11:28:10,false,"Pittsburgh Running","2.74","331","00:27:21","--","--","--","160","170","9:58","1:52","25","30","1.01","0.0","0.0","0.0","0.0","0.0","27:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-25 11:53:16,false,"Pittsburgh Running","2.19","265","00:21:58","--","--","--","160","169","10:03","7:34","23","14","1.00","0.0","0.0","0.0","0.0","0.0","21:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-24 11:31:19,false,"Pittsburgh Running","2.02","230","00:22:48","--","--","--","151","169","11:16","4:09","24","--","0.95","0.0","0.0","0.0","0.0","0.0","22:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
